Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,event_label,event_name,event_type,ranking_label,age_category,gender,WIND,mark_details
30.0,47:36,Bezunesh BEKELE,29 JAN 1983,ETH,1.0,Nijmegen (NED),18 NOV 2007,1169.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
31.0,47:37,Lornah KIPLAGAT,01 MAY 1974,NED,2.0,Nijmegen (NED),18 NOV 2007,1168.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
31.0,47:37,Joan Chelimo MELLY,10 NOV 1990,KEN,2.0,Heerenberg (NED),01 DEC 2019,1168.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
31.0,47:37,Stella CHESANG,01 DEC 1996,UGA,3.0,Nijmegen (NED),20 NOV 2022,1168.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
34.0,47:38,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1.0,Valencia (ESP),02 JUN 2018,1168.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
35.0,47:40,Elana MEYER,10 OCT 1966,RSA,1.0,Milnerton (RSA),05 OCT 1991,1167.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
35.0,47:40,Eilish MCCOLGAN,25 NOV 1990,GBR,4.0,Nijmegen (NED),20 NOV 2022,1167.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
35.0,47:40,Medina EISA,03 JAN 2005,ETH,1.0,Heerenberg (NED),03 DEC 2023,1167.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
38.0,47:41,Susan KRUMINS,08 JUL 1986,NED,3.0,Nijmegen (NED),18 NOV 2018,1166.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
39.0,47:43,Liz MCCOLGAN,24 MAY 1964,GBR,1.0,"Tampa, FL (USA)",13 FEB 1988,1165.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
40.0,47:45,Aynadis MEBRATU,25 NOV 2004,ETH,2.0,Heerenberg (NED),03 DEC 2023,1164.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
41.0,47:47,Yvonne MORWA,12 NOV 1993,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2017,1163.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
41.0,47:47,Hanna KLEIN,06 APR 1993,GER,5.0,Nijmegen (NED),20 NOV 2022,1163.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
43.0,47:48,Berhane ADERE,23 NOV 1973,ETH,1.0,Nijmegen (NED),20 NOV 2005,1162.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
43.0,47:48,Bezunesh BEKELE,29 JAN 1983,ETH,2.0,Nijmegen (NED),15 NOV 2009,1162.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
45.0,47:50,Molly HUDDLE,31 AUG 1984,USA,1.0,"Jacksonville, FL (USA)",10 MAR 2018,1161.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
46.0,47:52,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",11 FEB 1984,1160.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
47.0,47:53,Amane Beriso SHANKULE,13 OCT 1991,ETH,3.0,Heerenberg (NED),03 DEC 2023,1160.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
48.0,47:54,Genet GETANEH,06 JAN 1986,ETH,1.0,Nijmegen (NED),21 NOV 2010,1159.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
49.0,47:55,Lonah Chemtai SALPETER,12 DEC 1988,ISR,2.0,Nijmegen (NED),19 NOV 2023,1159.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
50.0,47:57,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,1.0,"Utica, NY (USA)",11 JUL 2010,1158.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
50.0,47:57,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,2.0,Valencia (ESP),02 JUN 2018,1158.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
50.0,47:57,Diane VAN ES,22 MAR 1999,NED,6.0,Nijmegen (NED),20 NOV 2022,1158.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
53.0,48:00,Rose CHERUIYOT,21 JUL 1976,KEN,2.0,Nijmegen (NED),20 NOV 2005,1156.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
54.0,48:01,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",09 FEB 1980,1156.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
54.0,48:01,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,"Tampa, FL (USA)",08 FEB 1986,1156.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
56.0,48:02,Stella CHESANG,01 DEC 1996,UGA,3.0,Nijmegen (NED),19 NOV 2023,1155.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
57.0,48:06,Berhane ADERE,23 NOV 1973,ETH,1.0,Nijmegen (NED),19 NOV 2000,1153.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
57.0,48:06,Catherine NDEREBA,21 JUL 1972,KEN,1.0,"Utica, NY (USA)",08 JUL 2001,1153.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
59.0,48:08,Florence KIPLAGAT,27 FEB 1987,KEN,2.0,Nijmegen (NED),21 NOV 2010,1152.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
60.0,48:09,Tiki GELANA,22 OCT 1987,ETH,2.0,Nijmegen (NED),18 NOV 2012,1151.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
60.0,48:09,Emily SISSON,12 OCT 1991,USA,1.0,"Jacksonville, FL (USA)",20 MAR 2021,1151.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
62.0,48:10,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",09 FEB 1985,1151.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
63.0,48:11,Elana MEYER,10 OCT 1966,RSA,1.0,"Tampa, FL (USA)",26 FEB 1994,1150.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
63.0,48:11,Elana MEYER,10 OCT 1966,RSA,2.0,"Utica, NY (USA)",08 JUL 2001,1150.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
63.0,48:11,Vivian MELLY,,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2023,1150.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
63.0,48:11,Cynthia KOSGEI,12 DEC 1993,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2023,1150.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
67.0,48:12,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",07 FEB 1981,1150.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
68.0,48:13,Ines CHENONGE,01 FEB 1982,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2009,1149.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
69.0,48:14,Anne HANNAM,07 JAN 1961,NZL,1.0,"Tulsa, OK (USA)",29 OCT 1988,1149.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
69.0,48:14,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,"Tampa, FL (USA)",11 FEB 1989,1149.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
69.0,48:14,Deena KASTOR,14 FEB 1973,USA,1.0,"Jacksonville, FL (USA)",09 MAR 2002,1149.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
72.0,48:15,Susan CHEPKEMEI,25 JUN 1975,KEN,2.0,Nijmegen (NED),19 NOV 2000,1148.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
72.0,48:15,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,2.0,"Utica, NY (USA)",11 JUL 2010,1148.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
72.0,48:15,Eva CHERONO,15 AUG 1996,KEN,3.0,Nijmegen (NED),17 NOV 2019,1148.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
75.0,48:17,Wendy SLY,05 NOV 1959,GBR,2.0,"Tampa, FL (USA)",09 FEB 1985,1147.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
75.0,48:17,Elana MEYER,10 OCT 1966,RSA,1.0,Bellville (RSA),03 NOV 1990,1147.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
77.0,48:18,Wendy SLY,05 NOV 1959,GBR,1.0,"Tampa, FL (USA)",05 FEB 1983,1147.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
77.0,48:18,Yasemin CAN,11 DEC 1996,TUR,1.0,Istanbul (TUR),11 NOV 2018,1147.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
79.0,48:19,Jill BOLTZ,14 OCT 1966,GBR,1.0,"Utica, NY (USA)",14 JUL 1991,1146.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
79.0,48:19,Colleen DE REUCK,13 APR 1964,RSA,2.0,Cape Town (RSA),02 NOV 1991,1146.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
79.0,48:19,Joan Chelimo MELLY,10 NOV 1990,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2017,1146.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
82.0,48:20,Aurora CUNHA,31 MAY 1959,POR,1.0,"Portland, OR (USA)",17 JUN 1990,1146.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
82.0,48:20,Evaline CHIRCHIR,02 FEB 1998,KEN,3.0,Valencia (ESP),02 JUN 2018,1146.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
84.0,48:21,Jessica AUGUSTO,08 NOV 1981,POR,1.0,Moskva (RUS),08 SEP 2007,1145.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
85.0,48:22,Alevtina IVANOVA,22 MAY 1975,RUS,2.0,Moskva (RUS),08 SEP 2007,1145.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
85.0,48:22,Isobel BATT-DOYLE,14 SEP 1995,AUS,4.0,Nijmegen (NED),19 NOV 2023,1145.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
87.0,48:24,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1.0,Adelaide (AUS),20 MAR 1988,1144.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
87.0,48:24,Isabella OCHICHI,28 OCT 1979,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2003,1144.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
89.0,48:25,Esther KIPLAGAT,08 DEC 1966,KEN,3.0,"Utica, NY (USA)",08 JUL 2001,1143.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
89.0,48:25,Derebe ALEMU,05 JUN 1983,ETH,2.0,Nijmegen (NED),21 NOV 2004,1143.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
91.0,48:26,Grete WAITZ,01 OCT 1953,NOR,1.0,"Tampa, FL (USA)",06 FEB 1982,1143.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
91.0,48:26,Emily SISSON,12 OCT 1991,USA,1.0,"Jacksonville, FL (USA)",04 MAR 2023,1143.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
93.0,48:28,Lisa WEIDENBACH,13 DEC 1961,USA,1.0,"Portland, OR (USA)",18 JUN 1989,1141.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
93.0,48:28,Lieve SLEGERS,06 APR 1965,BEL,1.0,"Tulsa, OK (USA)",28 OCT 1995,1141.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
95.0,48:29,Constantina DITA-TOMESCU,23 JAN 1970,ROU,1.0,"Utica, NY (USA)",14 JUL 2002,1141.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
95.0,48:29,Mariya KONOVALOVA,14 AUG 1974,RUS,3.0,Moskva (RUS),08 SEP 2007,1141.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
95.0,48:29,Kidsan ALEMA,29 JUL 1995,ETH,4.0,Nijmegen (NED),18 NOV 2018,1141.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
98.0,48:30,Grete WAITZ,01 OCT 1953,NOR,2.0,"Tampa, FL (USA)",05 FEB 1983,1140.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
98.0,48:30,Tegla LOROUPE,09 MAY 1973,KEN,1.0,"Tampa, FL (USA)",24 FEB 1996,1140.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
98.0,48:30,Catherina MCKIERNAN,30 NOV 1969,IRL,1.0,Nijmegen (NED),16 NOV 1997,1140.0,15 Kilometres Road,15-kilometres,road-running,Senior - Women,senior,women,,
1.0,3:26.00,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1302.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
2.0,3:26.12,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),24 AUG 2001,1301.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
3.0,3:26.34,Bernard LAGAT,12 DEC 1974,KEN,2,Bruxelles (BEL),24 AUG 2001,1297.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
4.0,3:26.45,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),12 AUG 1998,1296.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
5.0,3:26.69,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",17 JUL 2015,1292.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
6.0,3:26.89,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Zürich (SUI),16 AUG 2002,1289.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
7.0,3:26.96,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Rieti (ITA),08 SEP 2002,1288.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
8.0,3:27.14,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1286.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
9.0,3:27.21,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),11 AUG 2000,1285.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
10.0,3:27.34,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1283.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
11.0,3:27.37,Noureddine MORCELI,28 FEB 1970,ALG,1,Nice (FRA),12 JUL 1995,1282.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
12.0,3:27.40,Bernard LAGAT,12 DEC 1974,KEN,1,Zürich (SUI),06 AUG 2004,1282.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
13.0,3:27.52,Noureddine MORCELI,28 FEB 1970,ALG,1,"Stade Louis II, Monaco (MON)",25 JUL 1995,1280.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
14.0,3:27.64,Hicham EL GUERROUJ,14 SEP 1974,MAR,2,Zürich (SUI),06 AUG 2004,1279.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
14.0,3:27.64,Silas KIPLAGAT,20 AUG 1989,KEN,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1279.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
16.0,3:27.65,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1278.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
17.0,3:27.72,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",19 JUL 2013,1277.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
18.0,3:27.91,Bernard LAGAT,12 DEC 1974,KEN,2,"Stade Louis II, Monaco (MON)",19 JUL 2002,1275.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
19.0,3:27.95,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1274.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
20.0,3:28.12,Noah NGENY,02 NOV 1978,KEN,2f1,Zürich (SUI),11 AUG 2000,1272.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
21.0,3:28.28,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1269.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
22.0,3:28.32,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"National Stadium, Tokyo (JPN)",07 AUG 2021,1269.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
23.0,3:28.37,Noureddine MORCELI,28 FEB 1970,ALG,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,1268.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
23.0,3:28.37,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1268.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
25.0,3:28.38,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,St-Denis (FRA),06 JUL 2001,1268.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
26.0,3:28.40,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1268.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
27.0,3:28.41,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2018,1267.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
28.0,3:28.45,Asbel KIPROP,30 JUN 1989,KEN,2,"Stade Louis II, Monaco (MON)",18 JUL 2014,1267.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
28.0,3:28.45,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Louis II, Monaco (MON)",14 AUG 2020,1267.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
30.0,3:28.51,Bernard LAGAT,12 DEC 1974,KEN,3f1,Zürich (SUI),11 AUG 2000,1266.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
31.0,3:28.57,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),11 AUG 1999,1265.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
32.0,3:28.68,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,"Stade Louis II, Monaco (MON)",14 AUG 2020,1264.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
33.0,3:28.72,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1263.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
34.0,3:28.73,Noah NGENY,02 NOV 1978,KEN,2,"La Cartuja, Sevilla (ESP)",24 AUG 1999,1263.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
35.0,3:28.75,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,"Stade Louis II, Monaco (MON)",17 JUL 2015,1263.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
36.0,3:28.76,Mohamed KATIR,17 FEB 1998,ESP,2,"Stade Louis II, Monaco (MON)",09 JUL 2021,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
36.0,3:28.76,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
38.0,3:28.77,Timothy CHERUIYOT,20 NOV 1995,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
39.0,3:28.79,Abdelaati IGUIDER,25 MAR 1987,MAR,3,"Stade Louis II, Monaco (MON)",17 JUL 2015,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
40.0,3:28.80,Elijah Motonei MANANGOI,05 JAN 1993,KEN,1,"Stade Louis II, Monaco (MON)",21 JUL 2017,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
41.0,3:28.81,Mo FARAH,23 MAR 1983,GBR,2,"Stade Louis II, Monaco (MON)",19 JUL 2013,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
41.0,3:28.81,Ronald KWEMOI,19 SEP 1995,KEN,3,"Stade Louis II, Monaco (MON)",18 JUL 2014,1262.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
43.0,3:28.84,Noah NGENY,02 NOV 1978,KEN,1,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1261.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
44.0,3:28.86,Noureddine MORCELI,28 FEB 1970,ALG,1,Rieti (ITA),06 SEP 1992,1261.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
45.0,3:28.88,Asbel KIPROP,30 JUN 1989,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2012,1261.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
46.0,3:28.89,Mohamed KATIR,17 FEB 1998,ESP,2,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1261.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
47.0,3:28.91,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,Zürich (SUI),13 AUG 1997,1260.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
48.0,3:28.92,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),22 AUG 1997,1260.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
49.0,3:28.93,Noah NGENY,02 NOV 1978,KEN,1,"Olympiastadion, München (GER)",11 SEP 1999,1260.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
49.0,3:28.93,Mo FARAH,23 MAR 1983,GBR,4,"Stade Louis II, Monaco (MON)",17 JUL 2015,1260.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
51.0,3:28.95,Fermín CACHO,16 FEB 1969,ESP,2f1,Zürich (SUI),13 AUG 1997,1260.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
52.0,3:28.98,Mehdi BAALA,17 AUG 1978,FRA,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1259.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
53.0,3:29.01,Timothy CHERUIYOT,20 NOV 1995,KEN,2,"National Stadium, Tokyo (JPN)",07 AUG 2021,1259.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
54.0,3:29.02,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1259.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
54.0,3:29.02,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,1259.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
54.0,3:29.02,Yared NUGUSE,01 JUN 1999,USA,3,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1259.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
57.0,3:29.05,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),23 AUG 1996,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
57.0,3:29.05,Josh KERR,08 OCT 1997,GBR,3,"National Stadium, Tokyo (JPN)",07 AUG 2021,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
57.0,3:29.05,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
60.0,3:29.06,Hicham EL GUERROUJ,14 SEP 1974,MAR,1f1,"Letzigrund, Zürich (SUI)",17 AUG 2001,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
61.0,3:29.08,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Rieti (ITA),02 SEP 2001,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
61.0,3:29.08,Timothy CHERUIYOT,20 NOV 1995,KEN,4,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
63.0,3:29.10,Timothy CHERUIYOT,20 NOV 1995,KEN,2,"Stade Louis II, Monaco (MON)",21 JUL 2017,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
63.0,3:29.10,Yared NUGUSE,01 JUN 1999,USA,,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1258.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
65.0,3:29.11,Abel KIPSANG,22 NOV 1996,KEN,2,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1257.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
66.0,3:29.12,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1257.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
67.0,3:29.13,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Zürich (SUI),15 AUG 2003,1257.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
68.0,3:29.14,Rashid RAMZI,17 JUL 1980,BRN,2,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1257.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
69.0,3:29.18,Vénuste NIYONGABO,09 DEC 1973,BDI,2,Bruxelles (BEL),22 AUG 1997,1256.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
69.0,3:29.18,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Heusden-Zolder (BEL),31 JUL 2004,1256.0,1500 Metres,1500-metres,middlelong,Senior - Men,senior,men,,
