Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score,event_label,event_name,event_type,ranking_label,age_category,gender,WIND,mark_details
7.0,8:03.40,Mo FARAH,23 MAR 1983,GBR,1,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1293.0,2 Miles,two-miles,middlelong,Senior - Men,senior,men,,
8.0,8:03.50,Craig MOTTRAM,18 JUN 1980,AUS,1,"Eugene, OR (USA)",10 JUN 2007,1247.0,2 Miles,two-miles,middlelong,Senior - Men,senior,men,,
9.0,8:03.54,Daniel KOMEN,17 MAY 1976,KEN,1,Lappeenranta (FIN),14 JUL 1996,1247.0,2 Miles,two-miles,middlelong,Senior - Men,senior,men,,
10.0,8:04.35,Kenenisa BEKELE,13 JUN 1982,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1287.0,2 Miles,two-miles,middlelong,Senior - Men,senior,men,,
1.0,8:03.40,Mo FARAH,23 MAR 1983,GBR,1,"Barclaycard Arena, Birmingham (GBR) (i)",21 FEB 2015,1293.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
2.0,8:04.35,Kenenisa BEKELE,13 JUN 1982,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1287.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
3.0,8:04.69,Haile GEBRSELASSIE,18 APR 1973,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",21 FEB 2003,1285.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
4.0,8:05.12,Kenenisa BEKELE,13 JUN 1982,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2006,1283.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
5.0,8:06.48,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"National Indoor Arena, Birmingham (GBR) (i)",16 FEB 2008,1274.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
6.0,8:06.61,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Liévin (FRA) (i),23 FEB 2003,1274.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
7.0,8:07.39,Eliud KIPCHOGE,05 NOV 1984,KEN,1,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1269.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
8.0,8:07.41,Galen RUPP,08 MAY 1986,USA,1,"Boston, MA (USA) (i)",24 JAN 2014,1269.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
9.0,8:08.07,Mo FARAH,23 MAR 1983,GBR,2,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1265.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
10.0,8:08.16,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,3,"National Indoor Arena, Birmingham (GBR) (i)",18 FEB 2012,1264.0,2 Miles Short Track,two-miles-short-track,middlelong,Senior - Men,senior,men,,
1.0,1:16:36,Yusuke SUZUKI,02 JAN 1988,JPN,1,Nomi (JPN),15 MAR 2015,1266.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
2.0,1:16:43,Sergey MOROZOV,21 MAR 1988,RUS,1,Saransk (RUS),08 JUN 2008,1263.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
3.0,1:16:54,Kaihua WANG,16 FEB 1994,CHN,1,Huangshan (CHN),20 MAR 2021,1259.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
4.0,1:17:02,Yohann DINIZ,01 JAN 1978,FRA,1,Arles (FRA),08 MAR 2015,1256.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
5.0,1:17:15,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,Nomi (JPN),17 MAR 2019,1251.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
6.0,1:17:16,Vladimir KANAYKIN,21 MAR 1985,RUS,1,Saransk (RUS),29 SEP 2007,1251.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
7.0,1:17:20,Toshikazu YAMANISHI,15 FEB 1996,JPN,1,Kobe (JPN),21 FEB 2021,1249.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
8.0,1:17:21,Jefferson PÉREZ,01 JUL 1974,ECU,1,"Stade de France, Paris-St-Denis (FRA)",23 AUG 2003,1249.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,1:17:22,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Turku (FIN),28 APR 2002,1249.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
10.0,1:17:23,Vladimir STANKIN,02 JAN 1974,RUS,1,"Adler, Sochi (RUS)",08 FEB 2004,1248.0,20 Kilometres Race Walk,20-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
1.0,55:21,Zersenay TADESE,01 JAN 1982,ERI,,Lisboa (POR),21 MAR 2010,1241.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
2.0,55:48,Haile GEBRSELASSIE,18 APR 1973,ETH,,"Tempe, AZ (USA)",15 JAN 2006,1221.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
3.0,56:01,Zersenay TADESE,01 JAN 1982,ERI,1.0,Debrecen (HUN),08 OCT 2006,1211.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
4.0,56:18,Paul TERGAT,17 JUN 1969,KEN,,Milano (ITA),04 APR 1998,1199.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
5.0,56:41,Robert Kipkorir KIPCHUMBA,24 FEB 1984,KEN,2.0,Debrecen (HUN),08 OCT 2006,1182.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
6.0,56:52,Eshetu WENDIMU,03 OCT 1986,ETH,1.0,Alphen aan den Rijn (NED),11 MAR 2007,1175.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
7.0,57:01,Mekubo MOGUSU,25 DEC 1986,KEN,1.0,Tachikawa (JPN),20 OCT 2007,1168.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
8.0,57:15,Wilson Kiprotich KEBENEI,20 JUL 1980,KEN,3.0,Debrecen (HUN),08 OCT 2006,1158.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
8.0,57:15,Dennis Musembi NDISO,31 DEC 1983,KEN,1.0,Alphen aan den Rijn (NED),09 MAR 2008,1158.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
10.0,57:19,Evans Kiprop CHERUIYOT,10 MAY 1982,KEN,1.0,Paris (FRA),16 OCT 2005,1155.0,20 Kilometres Road,20-kilometres,road-running,Senior - Men,senior,men,,
1.0,1:17:25.6h,Bernardo SEGURA,11 FEB 1970,MEX,1,Fana (NOR),07 MAY 1994,1247.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
2.0,1:18:03.3h,Lingtang BO,12 AUG 1970,CHN,1,Beijing (CHN),07 APR 1994,1233.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
3.0,1:18:35.2h,Stefan JOHANSSON,11 APR 1967,SWE,1,Fana (NOR),15 MAY 1992,1222.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
4.0,1:18:40.0h,Ernesto CANTO,18 OCT 1959,MEX,1,Fana (NOR),05 MAY 1984,1220.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
5.0,1:19:18.3h,Ronald WEIGEL,08 AUG 1959,GDR,1,Bergen (NOR),26 MAY 1990,1206.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
6.0,1:19:22.5h,Aleksey PERSHIN,23 SEP 1962,URS,1,Fana (NOR),07 MAY 1988,1204.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
7.0,1:19:24.1h,Walter ARENA,30 MAY 1964,ITA,2,Bergen (NOR),26 MAY 1990,1204.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
8.0,1:19:42.0h,Yohann DINIZ,01 JAN 1978,FRA,1,Bogny-sur-Meuse (FRA),25 MAY 2014,1197.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,1:19:48.1h,Nathan DEAKES,17 AUG 1977,AUS,1,Brisbane (AUS),04 SEP 2001,1195.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
10.0,1:19:52.0h,Robert KORZENIOWSKI,30 JUL 1968,POL,2,Brisbane (AUS),04 SEP 2001,1194.0,"20,000 Metres Race Walk",20000-metres-race-walk,race-walks,Senior - Men,senior,men,,
1.0,19.19,Usain BOLT,21 AUG 1986,JAM,1,"Olympiastadion, Berlin (GER)",20 AUG 2009,1352.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,-0.3,
2.0,19.26,Yohan BLAKE,26 DEC 1989,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1339.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.7,
3.0,19.3,Usain BOLT,21 AUG 1986,JAM,1,"National Stadium, Beijing (CHN)",20 AUG 2008,1338.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,-0.9,
4.0,19.31,Noah LYLES,18 JUL 1997,USA,1,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1331.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.4,
5.0,19.32,Michael JOHNSON,13 SEP 1967,USA,1,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,1329.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.4,
5.0,19.32,Usain BOLT,21 AUG 1986,JAM,1,"Olympic Stadium, London (GBR)",09 AUG 2012,1329.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.4,
7.0,19.4,Usain BOLT,21 AUG 1986,JAM,1,"DS, Daegu (KOR)",03 SEP 2011,1316.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.8,
8.0,19.44,Yohan BLAKE,26 DEC 1989,JAM,2,"Olympic Stadium, London (GBR)",09 AUG 2012,1310.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.4,
9.0,19.46,Noah LYLES,18 JUL 1997,USA,1,"Stade Louis II, Monaco (MON)",10 AUG 2022,1306.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,0.8,
10.0,19.47,Noah LYLES,18 JUL 1997,USA,1,"Olympic Stadium, London (GBR)",23 JUL 2023,1305.0,200 Metres,200-metres,sprints,Senior - Men,senior,men,1.6,
1.0,19.92,Frank FREDERICKS,02 OCT 1967,NAM,1,Liévin (FRA) (i),18 FEB 1996,1303.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
2.0,20.02,Elijah HALL-THOMPSON,22 AUG 1994,USA,1f2,"College Station, TX (USA) (i)",10 MAR 2018,1287.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
3.0,20.08,Divine ODUDURU,07 OCT 1996,NGR,1f2,"Lubbock, TX (USA) (i)",23 FEB 2019,1277.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
4.0,20.1,Frank FREDERICKS,02 OCT 1967,NAM,1,"Green Dome, Maebashi (JPN) (i)",06 MAR 1999,1274.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
4.0,20.1,Wallace SPEARMON,24 DEC 1984,USA,1,"Fayetteville, AR (USA) (i)",12 MAR 2005,1274.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
6.0,20.11,Christian COLEMAN,06 MAR 1996,USA,1f1,"College Station, TX (USA) (i)",11 MAR 2017,1272.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
7.0,20.12,Matthew BOLING,20 JUN 2000,USA,1f1,"Convention Center, Albuquerque, NM (USA) (i)",11 MAR 2023,1270.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
8.0,20.13,Courtney LINDSEY,18 NOV 1998,USA,1f2,"Sports Performance Center, Lubbock, TX (USA) (i)",25 FEB 2023,1269.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
9.0,20.17,Tarsis Gracious OROGOT,24 NOV 2002,UGA,1h3,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1262.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
9.0,20.17,Udodi Chudi ONWUZURIKE,29 JAN 2003,NGR,1h4,"Convention Center, Albuquerque, NM (USA) (i)",10 MAR 2023,1262.0,200 Metres Short Track,200-metres-short-track,sprints,Senior - Men,senior,men,,
1.0,4:43.13,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1.0,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1307.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
2.0,4:44.79,Hicham EL GUERROUJ,14 SEP 1974,MAR,1.0,"Olympiastadion, Berlin (GER)",07 SEP 1999,1290.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
3.0,4:46.88,Ali SAIDI-SIEF,15 MAR 1978,ALG,1.0,Strasbourg (FRA),19 JUN 2001,1268.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
4.0,4:47.88,Noureddine MORCELI,28 FEB 1970,ALG,1.0,Paris (FRA),03 JUL 1995,1257.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
5.0,4:48.14,Reynold Kipkorir CHERUIYOT,30 JUL 2004,KEN,2.0,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1254.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
6.0,4:48.36,Hicham EL GUERROUJ,14 SEP 1974,MAR,1.0,Gateshead (GBR),19 JUL 1998,1252.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
7.0,4:48.69,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Nice (FRA),12 JUL 1995,1249.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
8.0,4:48.74,John Kemboi KIBOWEN,21 APR 1969,KEN,,Hechtel (BEL),01 AUG 1998,1248.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
9.0,4:48.77,Stewart MCSWEYN,01 JUN 1995,AUS,3.0,"Boudewijnstadion, Bruxelles (BEL)",08 SEP 2023,1248.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
10.0,4:49.00,Vénuste NIYONGABO,09 DEC 1973,BDI,1.0,Rieti (ITA),03 SEP 1997,1245.0,2000 Metres,2000-metres,middlelong,Senior - Men,senior,men,,
1.0,4:49.99,Kenenisa BEKELE,13 JUN 1982,ETH,1,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1280.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
2.0,4:52.86,Haile GEBRSELASSIE,18 APR 1973,ETH,1,Birmingham (GBR) (i),15 FEB 1998,1249.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
3.0,4:52.90,Sergio SÁNCHEZ,01 OCT 1982,ESP,1,Oviedo (ESP) (i),23 JAN 2010,1249.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
4.0,4:54.07,Eamonn COGHLAN,21 NOV 1952,IRL,1,"Inglewood, CA (USA) (i)",20 FEB 1987,1236.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
5.0,4:54.74,Bernard LAGAT,12 DEC 1974,USA,1,"New York, NY (USA) (i)",15 FEB 2014,1229.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
6.0,4:54.76,Vénuste NIYONGABO,09 DEC 1973,BDI,1,Liévin (FRA) (i),18 FEB 1996,1229.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
7.0,4:55.35,Cameron LEVINS,28 MAR 1989,CAN,2,"New York, NY (USA) (i)",15 FEB 2014,1223.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
8.0,4:55.72,Shadrack KORIR,14 DEC 1978,KEN,2,"National Indoor Arena, Birmingham (GBR) (i)",17 FEB 2007,1219.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
9.0,4:56.09,Laban ROTICH,20 JAN 1969,KEN,1,Birmingham (GBR) (i),14 FEB 1999,1215.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
10.0,4:56.23,Jens-Peter HEROLD,02 JUN 1965,GER,1,Karlsruhe (GER) (i),06 MAR 1993,1214.0,2000 Metres Short Track,2000-metres-short-track,middlelong,Senior - Men,senior,men,,
1.0,5:10.68,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,Reims (FRA),30 JUN 2010,1248.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
2.0,5:13.47,Bouabdellah TAHRI,20 DEC 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",25 JUN 2010,1228.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
3.0,5:14.06,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Sports Park Mladost, Zagreb (CRO)",11 SEP 2022,1224.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
4.0,5:14.43,Julius KARIUKI,12 JUN 1961,KEN,1,Rovereto (ITA),21 AUG 1990,1221.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
5.0,5:14.53,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Doha (QAT),13 MAY 2005,1220.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
6.0,5:15.36,Bouabdellah TAHRI,20 DEC 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",26 JUN 2009,1215.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
7.0,5:15.96,Bouabdellah TAHRI,20 DEC 1978,FRA,1,"Tomblaine, Nancy (FRA)",19 JUN 2002,1210.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
8.0,5:16.22,Philip BARKUTWO,06 OCT 1966,KEN,2,Rovereto (ITA),21 AUG 1990,1209.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
9.0,5:16.46,Wesley KIPROTICH,01 AUG 1979,KEN,2,Doha (QAT),13 MAY 2005,1207.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
10.0,5:16.85,Eliud BARNGETUNY,20 MAY 1973,KEN,1,Parma (ITA),13 JUN 1995,1204.0,2000 Metres Steeplechase,2000-metres-steeplechase,middlelong,Senior - Men,senior,men,,
1.0,2:03:06,Daniel BAUTISTA,04 AUG 1952,MEX,1,Cherkassy (URS),27 APR 1980,1227.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
2.0,2:05:06,Nathan DEAKES,17 AUG 1977,AUS,1,Hobart (AUS),27 AUG 2006,1202.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
3.0,2:05:17,Vitaliy POPOVICH,22 OCT 1962,URS,,Sochi (URS),19 FEB 1989,1200.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
4.0,2:05:26,Chao ZHANG,,CHN,1,Xi'an (CHN),23 OCT 2006,1198.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
5.0,2:05:28,Mikel ODRIOZOLA,25 MAY 1973,ESP,1,Badalona (ESP),19 JAN 2003,1197.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
6.0,2:06:13,Aigars FADEJEVS,27 DEC 1975,LAT,1,Sesto San Giovanni (ITA),01 MAY 2002,1188.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
7.0,2:07:03,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Espoo (FIN),17 JUN 2018,1178.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
8.0,2:07:21,Oleksiy KAZANIN,22 MAY 1982,UKR,1,Yevpatoriya (UKR),15 MAR 2009,1174.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,2:07:34,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1f1,Dublin (IRL),20 DEC 2008,1171.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
9.0,2:07:34,Veli-Matti PARTANEN,28 OCT 1991,FIN,1,Savonlinna (FIN),09 JUN 2019,1171.0,30 Kilometres Race Walk,30-kilometres-race-walk,race-walks,Senior - Men,senior,men,,
1.0,30.81,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1274.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
2.0,30.85,Michael JOHNSON,13 SEP 1967,USA,1,Pretoria (RSA),24 MAR 2000,1270.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
3.0,30.97,Usain BOLT,21 AUG 1986,JAM,1f1,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1259.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
4.0,31.03,Wayde VAN NIEKERK,15 JUL 1992,RSA,1,Kingston (JAM),11 JUN 2016,1253.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
5.0,31.23,LaShawn MERRITT,27 JUN 1986,USA,2,Kingston (JAM),11 JUN 2016,1234.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
6.0,31.3,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",07 JUN 2009,1227.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
7.0,31.31,LaShawn MERRITT,27 JUN 1986,USA,1,"Eugene, OR (USA)",08 AUG 2006,1226.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
8.0,31.44,Isaac MAKWALA,24 SEP 1985,BOT,2,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1214.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
9.0,31.48,Danny EVERETT,01 NOV 1966,USA,1,Jerez de la Frontera (ESP),03 SEP 1990,1210.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
9.0,31.48,Roberto HERNÁNDEZ,06 MAR 1967,CUB,2,Jerez de la Frontera (ESP),03 SEP 1990,1210.0,300 Metres,300-metres,sprints,Senior - Men,senior,men,,
1.0,31.56,Steven GARDINER,12 SEP 1995,BAH,1f1,"South Carolina Indoor T&F Complex, Columbia, SC (USA) (i)",28 JAN 2022,1260.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
2.0,31.87,Noah LYLES,18 JUL 1997,USA,1f2,"Albuquerque, NM (USA) (i)",04 MAR 2017,1231.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
3.0,31.88,Wallace SPEARMON,24 DEC 1984,USA,1,"Fayetteville, AR (USA) (i)",10 FEB 2006,1230.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
4.0,31.92,Paul DEDEWO,05 JUN 1991,USA,2f2,"Albuquerque, NM (USA) (i)",04 MAR 2017,1226.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
5.0,31.94,Kerron CLEMENT,31 OCT 1985,USA,2,"Fayetteville, AR (USA) (i)",10 FEB 2006,1224.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
5.0,31.94,LaShawn MERRITT,27 JUN 1986,USA,3,"Fayetteville, AR (USA) (i)",10 FEB 2006,1224.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
7.0,31.97,Bralon TAPLIN,08 MAY 1992,GRN,1f2,"Atletická hala, Ostrava (CZE) (i)",14 FEB 2017,1221.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
8.0,31.99,Jacory PATTERSON,02 FEB 2000,USA,1f1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",15 JAN 2022,1219.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
9.0,32.06,Steven GARDINER,12 SEP 1995,BAH,1f1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",14 JAN 2022,1213.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
10.0,32.1,Jereem RICHARDS,13 JAN 1994,TTO,1,"Reggie Lewis Center, Boston, MA (USA) (i)",10 FEB 2018,1209.0,300 Metres Short Track,300-metres-short-track,sprints,Senior - Men,senior,men,,
1.0,7:20.67,Daniel KOMEN,17 MAY 1976,KEN,1,Rieti (ITA),01 SEP 1996,1299.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
2.0,7:23.09,Hicham EL GUERROUJ,14 SEP 1974,MAR,1,Bruxelles (BEL),03 SEP 1999,1283.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
3.0,7:23.63,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1280.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
4.0,7:23.64,Yomif KEJELCHA,01 AUG 1997,ETH,2,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1280.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
5.0,7:23.81,Lamecha GIRMA,26 NOV 2000,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1306.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
6.0,7:24.00,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,,"Stade Charléty, Paris (FRA)",09 JUN 2023,1278.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
7.0,7:24.68,Mohamed KATIR,17 FEB 1998,ESP,2,"Arena Stade Couvert, Liévin (FRA) (i)",15 FEB 2023,1300.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
8.0,7:24.90,Daniel KOMEN,17 MAY 1976,KEN,1,Budapest (HUN) (i),06 FEB 1998,1299.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
9.0,7:24.98,Getnet WALE,16 JUL 2000,ETH,1,"Arena Stade Couvert, Liévin (FRA) (i)",09 FEB 2021,1298.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
10.0,7:25.02,Ali SAIDI-SIEF,15 MAR 1978,ALG,1,"Stade Louis II, Monaco (MON)",18 AUG 2000,1271.0,3000 Metres,3000-metres,middlelong,Senior - Men,senior,men,,
